,name,img url,ingredients,recipe,garnish,notes,url
101,Aperol Spritz,https://recipe.awesomedrinks.com/media/cocktails/aperol_spritz.jpg.300x300_q85_crop.jpg,"[{'amount': '90.0', 'unit': 'ml', 'name': 'Prosecco'}, {'amount': '60.0', 'unit': 'ml', 'name': 'Aperol'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Club Soda'}]","Add ice to a wine / champagne glass and follow that up with Prosecco. Add Aperol and club soda and follow that up with your garnish and serve.
source unknown",Orange Wheel or Slice,A slight citrus sweet light fruitiness balanced against a zesty soft bitter bite,https://recipe.awesomedrinks.com/recipe/aperol-spritz/
102,Champagne Cocktail,https://recipe.awesomedrinks.com/media/cocktails/champagne-cocktail.jpg.300x300_q85_crop.jpg,"[{'amount': '180.0', 'unit': 'ml', 'name': 'Champagne / Sparkling Wine'}, {'amount': '3', 'unit': 'dashes', 'name': 'Angostura bitters'}, {'amount': '1', 'unit': '', 'name': 'Sugar Cube'}]","Add dashes of bitters to your sugar cube and place in the bottom of a champagne glass. Pour champagne/prosecco/sparkling wine into your wine glass.

Garnish and serve!
source unknown",Lemon Twist,"Champagne forward with slight nuance of allspice, cinnamon and clove.",https://recipe.awesomedrinks.com/recipe/champagne-cocktail/
103,Disaronno Wears Cavalli Sour,https://recipe.awesomedrinks.com/media/cocktails/disaronno-wears-cavali-sour.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Disaronno Originale Amaretto'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Simple syrup'}, {'amount': '45.0', 'unit': 'ml', 'name': 'Prosecco'}, {'amount': '10', 'unit': 'dashes', 'name': 'Angostura bitters'}]","Add lemon juice, simple syrup and disaronno to a cocktail shaker and shake for 10 seconds. Strain into a champagne flute and top with Prosecco. Float 10 dashes of bitters on top and garnish.
Disaronno",Orange Slice,Sweet flavor of disaronno meets prosecco with a beautiful trade spice profile of bitters.,https://recipe.awesomedrinks.com/recipe/disaronno-wears-cavalli-sour/
104,French 75,https://recipe.awesomedrinks.com/media/cocktails/french_75.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'London Dry Gin'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Simple syrup'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '90.0', 'unit': 'ml', 'name': 'Champagne / Sparkling Wine'}]","Shake all ingredients (except Champagne) vigorously in a cocktail shaker for 10 seconds and strain into a champagne flute. Top with champagne and garnish with a lemon twist, serve.
Home Cocktail Menu",Lemon Twist,Citrus and sparkling wine beginning into a slight off-dry floral mid-palate finishing with a lingering sweet malty citrus.,https://recipe.awesomedrinks.com/recipe/french-75/
105,Mimosa,https://recipe.awesomedrinks.com/media/cocktails/mimosa.png.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': 'Fresh orange juice'}, {'amount': '120.0', 'unit': 'ml', 'name': 'Brut Champagne'}, {'amount': '1', 'unit': 'barspoon', 'name': 'Grand Marnier'}, {'amount': '1', 'unit': 'dash', 'name': 'Orange Bitters'}]","Add orange juice to your glass and top with champagne. Optionally, add a little bit of orange bitters and a bit of grand mariner for a great citrus experience.

Note: if you really love champagne cocktails, you may opt to add double the champagne listed in the ingredients.
source unknown",Quarter Orange Slice,A light and refreshing dry champagne and citrus experience.,https://recipe.awesomedrinks.com/recipe/mimosa/
106,Rouge 75,https://recipe.awesomedrinks.com/media/cocktails/Rouge-75.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Gin'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Champagne / Sparkling Wine'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Simple syrup'}, {'amount': '2', 'unit': '', 'name': 'Raspberries'}, {'amount': '2', 'unit': '', 'name': 'Orange Twists'}]","In a cocktail shaker tin/glass, muddle one orange twist, raspberries and simple syrup. After muddling add gin and ice and shake for 15 seconds. Strain into a chilled Nick & Nora glass and top with champagne. Garnish with remaining lemon twist.
Jason and Nicole Wilson at Crush, Seattle",Orange Twist,"Vibrant berry, and aromatic floral flavor that reminds us a bit of the smell of a holiday candle.",https://recipe.awesomedrinks.com/recipe/rouge-75/
107,12 Mile Limit,https://recipe.awesomedrinks.com/media/cocktails/12-mile-limit.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'Light Rum'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Rye Whiskey'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Brandy / Cognac'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Grenadine'}]","Add all ingredients to a cocktail shaker with ice and shake for 15 seconds. Strain into a chilled coupe glass and garnish with a lemon twist.
source unknown",Lemon Twist,"Dry, sour citrus taste, a bit of rye without being too sweet. No real brandy impact seems to stand out.",https://recipe.awesomedrinks.com/recipe/12-mile-limit/
108,50/50 Martini,https://recipe.awesomedrinks.com/media/cocktails/5050-martini.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'London Dry Gin'}, {'amount': '45.0', 'unit': 'ml', 'name': 'Dry Vermouth'}, {'amount': '3', 'unit': 'dashes', 'name': 'Orange Bitters'}]","Add all ingredients to a mixing glass with ice and stir until chilled (usually 2 minutes). Strain into a chilled nick and nora glass and, optionally, garnish with lemon twist.
source unknown",Lemon / Citrus Twist,"Vermouth forward blast of flavor, very spirit forward and ""boozy.""",https://recipe.awesomedrinks.com/recipe/5050-martini/
109,Air Mail,https://recipe.awesomedrinks.com/media/cocktails/airmail_700x700.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Light Rum'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Honey Syrup / Mix'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Champagne / Sparkling Wine'}]","Build all ingredients except champagne in a cocktail shaker with ice, give it a healthy 10 second shake. Strain into a coupe or Nick & Nora glass and top with champagne (at least 1.5 oz). Historically garnished with a postage stamp, probably can be skipped for this one. If possible, use a light cuban rum.
source unknown",Postage Stamp,Sweet flavors of rum and honey with a hint of champagne,https://recipe.awesomedrinks.com/recipe/air-mail/
110,Americano,https://recipe.awesomedrinks.com/media/cocktails/americano.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': 'Campari'}, {'amount': '60.0', 'unit': 'ml', 'name': 'Sweet Vermouth'}, {'amount': '90.0', 'unit': 'ml', 'name': 'Club Soda'}]","Add each ingredient over ice into an old fashioned glass. Garnish with a lemon or orange twist.
source unknown",Lemon or Orange Twist,A bitter cocktail yet the club soda brings down the campari intensity and gives it a refreshing quality.,https://recipe.awesomedrinks.com/recipe/americano/
111,Aperol Spritz,https://recipe.awesomedrinks.com/media/cocktails/aperol_spritz.jpg.300x300_q85_crop.jpg,"[{'amount': '90.0', 'unit': 'ml', 'name': 'Prosecco'}, {'amount': '60.0', 'unit': 'ml', 'name': 'Aperol'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Club Soda'}]","Add ice to a wine / champagne glass and follow that up with Prosecco. Add Aperol and club soda and follow that up with your garnish and serve.
source unknown",Orange Wheel or Slice,A slight citrus sweet light fruitiness balanced against a zesty soft bitter bite,https://recipe.awesomedrinks.com/recipe/aperol-spritz/
112,Aviation,https://recipe.awesomedrinks.com/media/cocktails/aviation-cocktail.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': 'Gin'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Maraschino Liqueur'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Creme de Violette'}]","Add all the ingredients to a shaker and fill with ice. Shake for 15 seconds and strain into a chilled cocktail glass. Garnish with a cherry if desired.
Hugo Ensslin",None,"Approachable classic cocktail with complicated herbal notes, violet/flowery mid-palate which plays well against the juniper notes. In some ways, ""tastes like purple.""",https://recipe.awesomedrinks.com/recipe/aviation/
113,Bay Breeze,https://recipe.awesomedrinks.com/media/cocktails/bay-breeze.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Vodka'}, {'amount': '120.0', 'unit': 'ml', 'name': 'Pineapple Juice'}, {'amount': '45.0', 'unit': 'ml', 'name': 'Cranberry Juice'}]","Shake all ingredients vigorously in a cocktail shaker for 10 seconds and strain over fresh ice into a tall glass and garnish.
Home Cocktail Menu",Lime Wedge,"Sweet pineapple paired against tart cranberry, light on alcohol. Tropical flavor profile.",https://recipe.awesomedrinks.com/recipe/bay-breeze/
114,Bees Knees,https://recipe.awesomedrinks.com/media/cocktails/beesknees.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': 'American Gin'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Honey Syrup / Mix'}]","Shake all ingredients vigorously in a cocktail shaker for 10 seconds and strain into a chilled Nick & Nora glass and garnish with a twist of lemon.

To fashion yourself some honey syrup, we suggest adding 1-part water to 1-part honey (clover honey if you have it) and stir them to dilute. If your honey is very thick or hard, heat your water first to help soften the honey in the mix. Or, just buy a bottle of pre-made honey mix.
Home Cocktail Menu",Lemon Twist,"Lemon Centric flavor profile, muted honey sweetness with gin botanicals.",https://recipe.awesomedrinks.com/recipe/bees-knees/
115,Betsy Ross Cocktail,https://recipe.awesomedrinks.com/media/cocktails/betsy-ross.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': 'Cognac / Brandy'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Ruby Port'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Orange Liqueur'}, {'amount': '2', 'unit': 'dashes', 'name': 'Angostura bitters'}]","Add all ingredients to a mixing glass with ice and stir until chilled (usually around 2 minutes). Strain into a chilled coupe/martini glass and serve.
source unknown",Optional nutmeg garnish,"A boozy number that combines flavors of cognac and port, leaning on the sweet side of potent alcohol-forward flavor. Look for dry curacao / orange liqueur to keep down the sweet notes.",https://recipe.awesomedrinks.com/recipe/betsy-ross-cocktail/
116,Bijou Cocktail,https://recipe.awesomedrinks.com/media/cocktails/bijou.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'Gin'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Green Chartreuse'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Sweet Vermouth'}]","Add ice to your Nick and Nora glass (our coupe/martini) with water and set aside. Add all ingredients to a mixing glass with ice and stir for around two minutes. Dump cold water out of your glass and strain cocktail into your now chilled vessel.

Garnish with an olive or real maraschino cherry and serve.

Note: We have chose Harry Johnson's original recipe over Dale Degroffs re-balance because of the stronger chartreuse flavor profile without the lighter ""watered down"" feel of the additional gin.
1900 Harry Johnson's Bartenders Manual",Olive or Maraschino Cherry,A bright chartreuse and and gin vibrancy with a good deal of potency. A balance of botanicals and herbs.,https://recipe.awesomedrinks.com/recipe/bijou-cocktail/
117,Blood & Sand,https://recipe.awesomedrinks.com/media/cocktails/blood_and_sand.jpg.300x300_q85_crop.jpg,"[{'amount': '22.5', 'unit': 'ml', 'name': 'Scotch'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Sweet Vermouth'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Cherry Heering Liqueur'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh orange juice'}]","Add all ingredients to a shaker and shake for 12 seconds, strain into a coupe, old fashioned glass (on ice), or Nick & Nora glass, whichever you prefer. Flame an orange peel over the beverage, rub the peel on the edge of the glass, and drop it into the drink.
source unknown",Flamed Orange Peel,Peaty scotch notes mixed with vermouth and a light cherry finish,https://recipe.awesomedrinks.com/recipe/blood-sand/
118,Bloody Mary,https://recipe.awesomedrinks.com/media/cocktails/bloody-mary.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Vodka'}, {'amount': '120.0', 'unit': 'ml', 'name': 'Tomato Juice'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Horseradish'}, {'amount': '2', 'unit': 'dashes', 'name': 'Worcestershire sauce'}, {'amount': '4', 'unit': 'dashes', 'name': 'Tabasco sauce'}, {'amount': '1', 'unit': 'pinch', 'name': 'Salt'}, {'amount': '1', 'unit': 'pinch', 'name': 'Black pepper'}, {'amount': '1', 'unit': 'dash', 'name': ""Scrappy's Firewater Tincture""}, {'amount': '1', 'unit': 'dash', 'name': 'Celery bitters'}]","Build all ingredients in a cocktail shaker and shake for 10 seconds and strain over fresh ice into a tall glass. Garnish with celery stick and anything else you would love to see on top of your Bloody Mary.

Celery Bitters and Firewater Bitters optional ingredients that bring savory heat to your recipe.
Home Cocktail Menu",Celery Stick,"Savory flavor of tomato, salt, spice and citrus with a bit of pepper",https://recipe.awesomedrinks.com/recipe/bloody-mary/
119,Blue Hawaii,https://recipe.awesomedrinks.com/media/cocktails/blue_hawaii.png.300x300_q85_crop.jpg,"[{'amount': '22.5', 'unit': 'ml', 'name': 'Light Rum'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Vodka'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Blue Curacao'}, {'amount': '90.0', 'unit': 'ml', 'name': 'Pineapple Juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Sour mix'}]","Add all ingredients to a cocktail shaker with ice and shake aggressively for 12 seconds, strain over crushed ice into a highball glass or hurricane glass. Optionally, blend the cocktail and dump into your glass instead.
source unknown",Pineapple Wedge and Umbrella,"Pineapple sweet and light sour finish, spirits are mostly hidden within the beverage",https://recipe.awesomedrinks.com/recipe/blue-hawaii/
120,Boulevardier,https://recipe.awesomedrinks.com/media/cocktails/Boulevardier.jpg.300x300_q85_crop.jpg,"[{'amount': '37.5', 'unit': 'ml', 'name': 'Rye Whiskey'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Campari'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Sweet Vermouth'}]","Chill your old fashioned glass with ice and water and set aside. Add all ingredients with ice to a mixing glass and stir for 2 minutes. Dump your chilled water from the old fashioned glass and strain into chilled glass.

Rub an orange twist around the rim of the glass and drop into the glass. Serve.
Harry MacElhone / Harry's New York Bar",Lemon Twist,Slightly sweeter than a negroni that brings the rye intensity followed by a campari bitter bite that lingers.,https://recipe.awesomedrinks.com/recipe/boulevardier/
121,Brooklyn,https://recipe.awesomedrinks.com/media/cocktails/brooklyn.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': 'Rye Whiskey'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Dry Vermouth'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Maraschino Liqueur'}, {'amount': '3', 'unit': 'dashes', 'name': 'Orange Bitters'}]","Add all ingredients to a mixing glass and stir for up to 2 minutes until well chilled. Strain into a chilled martini glass, coupe or nick & nora and serve.

The original recipe calls for Amer Picon or angostura bitters, but the most reasonable substitution is orange bitters because it is widely available.
source unknown",None,"A dry forward flavor with a subtle rye to add a mild sweetness, the maraschino liqueur is quite muted but ties the flavors together.",https://recipe.awesomedrinks.com/recipe/brooklyn/
122,Caipiroska / Capivodka,https://recipe.awesomedrinks.com/media/cocktails/caipiroska.jpg.300x300_q85_crop.jpg,"[{'amount': '0.5', 'unit': '', 'name': 'Lime, Quartered'}, {'amount': '60.0', 'unit': 'ml', 'name': 'Vodka'}, {'amount': '15.0', 'unit': 'ml', 'name': 'White granulated sugar'}]","Put lime quarters in the bottom of an Old Fashioned glass and add sugar over the lime quarters. Muddle the lime with the sugar using a muddler as this will score the lime skin against the sugar grains and extract additional oils from the skin.

Once the limes are crushed into the sugar grains, fill the glass three quarters full with crushed ice then fill with vodka and give it a stir.
Home Cocktail Menu",None,"Sweet lime and light flavor of ethanol, slight limeade flavor",https://recipe.awesomedrinks.com/recipe/caipiroska-capivodka/
123,Cape Codder,https://recipe.awesomedrinks.com/media/cocktails/cape-codder.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Vodka'}, {'amount': '135.0', 'unit': 'ml', 'name': 'Cranberry Juice'}]","Build over ice in a tall glass and garnish! We suggest cranberry juice cocktail for this drink, one with a bit of sugar to tame the tart (not fresh pressed cranberries).
Home Cocktail Menu",Lime Wedge,Cranberry sweet and tart with a slight kick,https://recipe.awesomedrinks.com/recipe/cape-codder/
